LOCALIDAD,MES,CANTIDAD,BENEFICIARIOS,INVERSION,UNIDAD DE MEDIDA,ACTIVIDAD,SOLICITUDES REALIZADAS POR PARTE DE LA POBLACIÓN
OJO DE AGUA BO. ARRIBA,ENERO,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
OJO DE AGUA BO. ARRIBA,SEPTIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
OJO DE AGUA BO. ARRIBA,OCTUBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
OJO DE AGUA BO. ARRIBA,NOVIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
OJO DE AGUA BO. ARRIBA,DICIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PALO SEMITA,ENERO,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PALO SEMITA,SEPTIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PALO SEMITA,OCTUBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PALO SEMITA,NOVIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PALO SEMITA,DICIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PALO VERDE,ENERO,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PALO VERDE,SEPTIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PALO VERDE,OCTUBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PALO VERDE,NOVIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PALO VERDE,DICIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PALOMAS,ENERO,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PALOMAS,SEPTIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PALOMAS,OCTUBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PALOMAS,NOVIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PALOMAS,DICIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PARED GRUESA,ENERO,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PARED GRUESA,SEPTIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PARED GRUESA,OCTUBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PARED GRUESA,NOVIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PARED GRUESA,DICIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PIEDRA ANCHA,ENERO,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PIEDRA ANCHA,SEPTIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PIEDRA ANCHA,OCTUBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PIEDRA ANCHA,NOVIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PIEDRA ANCHA,DICIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PLAN DE GUADALUPE,ENERO,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PLAN DE GUADALUPE,SEPTIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PLAN DE GUADALUPE,OCTUBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PLAN DE GUADALUPE,NOVIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PLAN DE GUADALUPE,DICIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PUERTO DEL AMOLAR,ENERO,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PUERTO DEL AMOLAR,SEPTIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PUERTO DEL AMOLAR,OCTUBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PUERTO DEL AMOLAR,NOVIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PUERTO DEL AMOLAR,DICIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PUERTO DEL CABALLO,ENERO,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PUERTO DEL CABALLO,SEPTIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PUERTO DEL CABALLO,OCTUBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PUERTO DEL CABALLO,NOVIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PUERTO DEL CABALLO,DICIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PUERTO DEL GALLO,ENERO,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PUERTO DEL GALLO,SEPTIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PUERTO DEL GALLO,OCTUBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PUERTO DEL GALLO,NOVIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PUERTO DEL GALLO,DICIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PUERTO DEL TAMBOR,ENERO,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PUERTO DEL TAMBOR,SEPTIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PUERTO DEL TAMBOR,OCTUBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PUERTO DEL TAMBOR,NOVIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PUERTO DEL TAMBOR,DICIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PUERTO OBSCURO,ENERO,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PUERTO OBSCURO,SEPTIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PUERTO OBSCURO,OCTUBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PUERTO OBSCURO,NOVIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
PUERTO OBSCURO,DICIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
RANCHO NUEVO,ENERO,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
RANCHO NUEVO,SEPTIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
RANCHO NUEVO,OCTUBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
RANCHO NUEVO,NOVIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
RANCHO NUEVO,DICIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
RANCHO NUEVO PUERTO DEL GALLO,ENERO,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
RANCHO NUEVO PUERTO DEL GALLO,SEPTIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
RANCHO NUEVO PUERTO DEL GALLO,OCTUBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
RANCHO NUEVO PUERTO DEL GALLO,NOVIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
RANCHO NUEVO PUERTO DEL GALLO,DICIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
REFORMA DE PALO SEMITA,ENERO,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
REFORMA DE PALO SEMITA,SEPTIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
REFORMA DE PALO SEMITA,OCTUBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
REFORMA DE PALO SEMITA,NOVIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
REFORMA DE PALO SEMITA,DICIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
SAN RAFAEL,ENERO,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
SAN RAFAEL,SEPTIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
SAN RAFAEL,OCTUBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
SAN RAFAEL,NOVIEMBRE,0,0,110441.86,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
SAN RAFAEL,DICIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
SANTA ANA DE ALLENDE,ENERO,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
SANTA ANA DE ALLENDE,SEPTIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
SANTA ANA DE ALLENDE,OCTUBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
SANTA ANA DE ALLENDE,NOVIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
SANTA ANA DE ALLENDE,DICIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
SANTA MARÍA DE ÁLAMOS,ENERO,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
SANTA MARÍA DE ÁLAMOS,SEPTIEMBRE,1,0,113475.84,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
SANTA MARÍA DE ÁLAMOS,OCTUBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
SANTA MARÍA DE ÁLAMOS,NOVIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
SANTA MARÍA DE ÁLAMOS,DICIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
SAUCILLO AGUA NUEVA,ENERO,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
SAUCILLO AGUA NUEVA,SEPTIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
SAUCILLO AGUA NUEVA,OCTUBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
SAUCILLO AGUA NUEVA,NOVIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
SAUCILLO AGUA NUEVA,DICIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
SOLEDAD DEL COYOL,ENERO,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
SOLEDAD DEL COYOL,SEPTIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
SOLEDAD DEL COYOL,OCTUBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
SOLEDAD DEL COYOL,NOVIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
SOLEDAD DEL COYOL,DICIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
TENANGO,ENERO,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
TENANGO,SEPTIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
TENANGO,OCTUBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
TENANGO,NOVIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
TENANGO,DICIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
TETLALPAN,ENERO,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
TETLALPAN,SEPTIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
TETLALPAN,OCTUBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
TETLALPAN,NOVIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
TETLALPAN,DICIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
TOCAPA,ENERO,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
TOCAPA,SEPTIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
TOCAPA,OCTUBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
TOCAPA,NOVIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
TOCAPA,DICIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
ZACATE GRANDE,ENERO,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
ZACATE GRANDE,SEPTIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
ZACATE GRANDE,OCTUBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
ZACATE GRANDE,NOVIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
ZACATE GRANDE,DICIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
ZIMAPANITO,ENERO,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
ZIMAPANITO,SEPTIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
ZIMAPANITO,OCTUBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
ZIMAPANITO,NOVIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
ZIMAPANITO,DICIEMBRE,0,0,0,UNITARIO,REPARACIÓN DE BOMBAS DE AGUA,0
ACUATLA,ENERO,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
ACUATLA,SEPTIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
ACUATLA,OCTUBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
ACUATLA,NOVIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
ACUATLA,DICIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
AHUAYO,ENERO,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
AHUAYO,SEPTIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
AHUAYO,OCTUBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
AHUAYO,NOVIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
AHUAYO,DICIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
ÁLAMO,ENERO,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
ÁLAMO,SEPTIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
ÁLAMO,OCTUBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
ÁLAMO,NOVIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
ÁLAMO,DICIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
AMIXCO,ENERO,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
AMIXCO,SEPTIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
AMIXCO,OCTUBRE,300,35,2888.4,METROS,MANTENIMIENTO DE RED DE AGUAS,0
AMIXCO,NOVIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
AMIXCO,DICIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
ARROYO BLANCO,ENERO,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
ARROYO BLANCO,SEPTIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
ARROYO BLANCO,OCTUBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
ARROYO BLANCO,NOVIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
ARROYO BLANCO,DICIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
ARROYO DE ACAXTLA,ENERO,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
ARROYO DE ACAXTLA,SEPTIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
ARROYO DE ACAXTLA,OCTUBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
ARROYO DE ACAXTLA,NOVIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
ARROYO DE ACAXTLA,DICIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
BUENA VISTA,ENERO,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
BUENA VISTA,SEPTIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
BUENA VISTA,OCTUBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
BUENA VISTA,NOVIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
BUENA VISTA,DICIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
CABECERA MUNICIPAL,ENERO,0,900,3288.5,METROS,MANTENIMIENTO DE RED DE AGUAS,0
CABECERA MUNICIPAL,SEPTIEMBRE,25,50,696,METROS,MANTENIMIENTO DE RED DE AGUAS,0
CABECERA MUNICIPAL,OCTUBRE,0,0,162.4,METROS,MANTENIMIENTO DE RED DE AGUAS,0
CABECERA MUNICIPAL,NOVIEMBRE,0,0,2496.4,METROS,MANTENIMIENTO DE RED DE AGUAS,0
CABECERA MUNICIPAL,DICIEMBRE,0,4054,1605,METROS,MANTENIMIENTO DE RED DE AGUAS,0
CAHUAZAS,ENERO,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
CAHUAZAS,SEPTIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
CAHUAZAS,OCTUBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
CAHUAZAS,NOVIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
CAHUAZAS,DICIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
CARRIZAL DE TENANGO,ENERO,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
CARRIZAL DE TENANGO,SEPTIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
CARRIZAL DE TENANGO,OCTUBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
CARRIZAL DE TENANGO,NOVIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
CARRIZAL DE TENANGO,DICIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
CARRIZAL DEL SOTANO,ENERO,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
CARRIZAL DEL SOTANO,SEPTIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
CARRIZAL DEL SOTANO,OCTUBRE,0,141,6120.16,METROS,MANTENIMIENTO DE RED DE AGUAS,0
CARRIZAL DEL SOTANO,NOVIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
CARRIZAL DEL SOTANO,DICIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL AMOLAR,ENERO,0,0,80,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL AMOLAR,SEPTIEMBRE,0,15,6565.6,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL AMOLAR,OCTUBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL AMOLAR,NOVIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL AMOLAR,DICIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL BANCO,ENERO,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL BANCO,SEPTIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL BANCO,OCTUBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL BANCO,NOVIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL BANCO,DICIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL BARRIO,ENERO,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL BARRIO,SEPTIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL BARRIO,OCTUBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL BARRIO,NOVIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL BARRIO,DICIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL CAMPANARIO,ENERO,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL CAMPANARIO,SEPTIEMBRE,0,15,1198.3,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL CAMPANARIO,OCTUBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL CAMPANARIO,NOVIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL CAMPANARIO,DICIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL CAPULÍN,ENERO,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL CAPULÍN,SEPTIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL CAPULÍN,OCTUBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL CAPULÍN,NOVIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL CAPULÍN,DICIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL COYOL,ENERO,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL COYOL,SEPTIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL COYOL,OCTUBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL COYOL,NOVIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL COYOL,DICIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL HUALUL,ENERO,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL HUALUL,SEPTIEMBRE,70,10,324.8,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL HUALUL,OCTUBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL HUALUL,NOVIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL HUALUL,DICIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL LIMONCITO,ENERO,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL LIMONCITO,SEPTIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL LIMONCITO,OCTUBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL LIMONCITO,NOVIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL LIMONCITO,DICIEMBRE,0,70,742.4,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL OCOTE,ENERO,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL OCOTE,SEPTIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL OCOTE,OCTUBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL OCOTE,NOVIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL OCOTE,DICIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL PESCADO,ENERO,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL PESCADO,SEPTIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL PESCADO,OCTUBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL PESCADO,NOVIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL PESCADO,DICIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL SABINO,ENERO,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL SABINO,SEPTIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL SABINO,OCTUBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL SABINO,NOVIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL SABINO,DICIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL SOTANO,ENERO,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL SOTANO,SEPTIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL SOTANO,OCTUBRE,0,284,6120.16,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL SOTANO,NOVIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL SOTANO,DICIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL ZACATAL,ENERO,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL ZACATAL,SEPTIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL ZACATAL,OCTUBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL ZACATAL,NOVIEMBRE,200,191,2163.4,METROS,MANTENIMIENTO DE RED DE AGUAS,0
EL ZACATAL,DICIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
ESCUAYO,ENERO,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
ESCUAYO,OCTUBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
ESCUAYO,NOVIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
ESCUAYO,DICIEMBRE,0,0,0,METROS,MANTENIMIENTO DE RED DE AGUAS,0
